,"Sr..No.","Date","Field.Code","Species","Location.Encounterd","Collection.Time","Depth.Caught..Fathoms.","Depth.Caught.m","Gear.Type","Fishing.Location","Fishing.Substrate","Fishing.Net.Type","Fishing.Target.Species","Fishing.Trip.Start","Fishing.Trip.End","No..of.Hauls","Tow.duration.hours","Average.Haul.Duration..Hours.","Net.Catch..kg.","Condition.at.encounter..D.A.","Gut.Content","Blood","Plasma.Volume","Plasma.Color","Scale","Stress.Hormone","Injured","Survival.Experiment","Condition.after.24.hrs..D.A.","Dissected","Snout.to.Vent..cm.","Body.Length..cm.","Tail.Length..cm.","Head.Length..cm.","Head.Width..cm.","Snout.to.Nose..cm.","Nose.to.Eye..cm.","Gape..cm.","Neck.Circumference..cm.","Body.Circumference..cm.","Weight..g.","Sex","Gravid","Photo.No.","Remarks","Month","Year","Depth.Caught..m.","Class"
"85",85,"09-02-2016",,"Hydrophis schistosus","Sarjekot","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",10,"NA","NA","Alive",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"February",2016,18.7,"NA"
"86",86,"09-02-2016",,"Hydrophis schistosus","Sarjekot","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",10,"NA","NA","Alive",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"February",2016,18.7,"NA"
"87",87,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,93.39326,105.41,"NA","NA","NA","NA","NA","NA","NA","NA",375,"Female",,,,"February",2016,5.61,"NA"
"88",88,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,96.76892,109.22,"NA","NA","NA","NA","NA","NA","NA","NA",900,"Female",,,,"February",2016,5.61,"NA"
"89",89,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",1,"NA","NA","Alive",,,"NA",,,,,,,,99.694492,112.522,"NA","NA","NA","NA","NA","NA","NA","NA",385,"Female",,,,"February",2016,1.87,"NA"
"90",90,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",1,"NA","NA","Alive",,,"NA",,,,,,,,100.14458,113.03,"NA","NA","NA","NA","NA","NA","NA","NA",425,"Female",,,,"February",2016,1.87,"NA"
"91",91,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,106.445812,120.142,"NA","NA","NA","NA","NA","NA","NA","NA",575,"Female",,,,"February",2016,5.61,"NA"
"92",92,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,70.110096,80.772,"NA","NA","NA","NA","NA","NA","NA","NA",170,"Male",,,,"February",2016,5.61,"NA"
"93",93,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",1,"NA","NA","Alive",,,"NA",,,,,,,,74.078592,85.344,"NA","NA","NA","NA","NA","NA","NA","NA",225,"Male",,,,"February",2016,1.87,"NA"
"94",94,"14-02-2016",,"Hydrophis schistosus","Chivla beach","21:06:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",99.568,"NA","NA","NA","NA","NA","NA","NA","NA",330,,,,,"February",2016,5.61,"NA"
"95",95,"18-02-2016","CESS 2004","Hydrophis schistosus","Dandi beach","08:08:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Dead",,,"NA",,,,,,,,105.320592,118.872,"NA","NA","NA","NA","NA","NA","NA","NA",840,"Female",,,,"February",2016,7.48,"NA"
"96",96,"18-02-2016",,"Hydrophis schistosus","Dandi beach","21:07:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",88.646,"NA","NA","NA","NA","NA","NA","NA","NA",270,,,,,"February",2016,5.61,"NA"
"97",97,"18-02-2016",,"Hydrophis schistosus","Dandi beach","21:07:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,"NA",104.14,"NA","NA","NA","NA","NA","NA","NA","NA",425,,,,,"February",2016,3.74,"NA"
"98",98,"18-02-2016",,"Hydrophis schistosus","Dandi beach","21:07:00","NA","NA","GillNet",,,,,"NA","NA","NA",1,"NA","NA","Alive",,,"NA",,,,,,,,"NA",104.394,"NA","NA","NA","NA","NA","NA","NA","NA",420,,,,,"February",2016,1.87,"NA"
"99",99,"19-02-2016","CESS 2005","Hydrophis schistosus","Malvan",,"NA","NA",,,,,,"NA","NA","NA","NA","NA","NA","Dead",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"February",2016,"NA","NA"
"100",100,"19-02-2016","CESS 2006","Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Dead",,,"NA",,,,,,,,"NA",78.74,"NA","NA","NA","NA","NA","NA","NA","NA",160,,,,,"February",2016,5.61,"NA"
"101",101,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",75.692,"NA","NA","NA","NA","NA","NA","NA","NA",510,,,,,"February",2016,5.61,"NA"
"102",102,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,"NA",78.74,"NA","NA","NA","NA","NA","NA","NA","NA",235,,,,,"February",2016,7.48,"NA"
"103",103,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",81.28,"NA","NA","NA","NA","NA","NA","NA","NA",300,,,,,"February",2016,5.61,"NA"
"104",104,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",95.25,"NA","NA","NA","NA","NA","NA","NA","NA",450,,,,,"February",2016,5.61,"NA"
"105",105,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",101.092,"NA","NA","NA","NA","NA","NA","NA","NA",540,,,,,"February",2016,5.61,"NA"
"106",106,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,"NA",104.394,"NA","NA","NA","NA","NA","NA","NA","NA",535,,,,,"February",2016,7.48,"NA"
"107",107,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,"NA",104.648,"NA","NA","NA","NA","NA","NA","NA","NA",325,,,,,"February",2016,7.48,"NA"
"108",108,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Alive",,,"NA",,,,,,,,"NA",109.982,"NA","NA","NA","NA","NA","NA","NA","NA",510,,,,,"February",2016,9.35,"NA"
"109",109,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",123.444,"NA","NA","NA","NA","NA","NA","NA","NA",885,,,,,"February",2016,5.61,"NA"
"110",110,"19-02-2016",,"Hydrophis schistosus","Dandi beach","06:30:00","NA","NA","Rampan",,,,,"NA","NA","NA",1,"NA","NA","Alive",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"February",2016,1.87,"NA"
"111",111,"19-02-2016",,"Hydrophis schistosus","Dandi beach","06:30:00","NA","NA","Rampan",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"February",2016,3.74,"NA"
"112",112,"19-02-2016",,"Hydrophis schistosus","Dandi beach","06:30:00","NA","NA","Rampan",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"February",2016,3.74,"NA"
"113",113,"19-02-2016",,"Hydrophis schistosus","Dandi beach","06:30:00","NA","NA","Rampan",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"February",2016,5.61,"NA"
"114",114,"19-02-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Dead",,,"NA",,,,,,,,"NA",104.14,"NA","NA","NA","NA","NA","NA","NA","NA",460,,,,,"February",2016,5.61,"NA"
"115",115,"01-03-2016",,"Hydrophis schistosus","Dandi beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"March",2016,7.48,"NA"
"116",116,"04-03-2016",,"Hydrophis schistosus","Vengurla","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",9,"NA","NA","Alive",,,"NA",,,,,,,,99.01936,111.76,"NA","NA","NA","NA","NA","NA","NA","NA",855,"Female",,,,"March",2016,16.83,"NA"
"117",117,"04-03-2016",,"Hydrophis schistosus","Vengurla","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",8,"NA","NA","Alive",,,"NA",,,,,,,,68.125848,78.486,"NA","NA","NA","NA","NA","NA","NA","NA",170,"Male",,,,"March",2016,14.96,"NA"
"118",118,"04-03-2016",,"Hydrophis schistosus","Vengurla","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",10,"NA","NA","Alive",,,"NA",,,,,,,,82.677,95.25,"NA","NA","NA","NA","NA","NA","NA","NA",370,"Male",,,,"March",2016,18.7,"NA"
"119",119,"04-03-2016",,"Hydrophis schistosus","Vengurla","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",10,"NA","NA","Alive",,,"NA",,,,,,,,83.77936,96.52,"NA","NA","NA","NA","NA","NA","NA","NA",285,"Male",,,,"March",2016,18.7,"NA"
"120",120,"04-03-2016",,"Hydrophis schistosus","Vengurla","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",9,"NA","NA","Alive",,,"NA",,,,,,,,"NA",74.93,"NA","NA","NA","NA","NA","NA","NA","NA",195,,,,,"March",2016,16.83,"NA"
"121",121,"04-03-2016",,"Hydrophis schistosus","Vengurla","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",8,"NA","NA","Alive",,,"NA",,,,,,,,"NA",76.2,"NA","NA","NA","NA","NA","NA","NA","NA",190,,,,,"March",2016,14.96,"NA"
"122",122,"04-03-2016",,"Hydrophis schistosus","Vengurla","06:30:00","NA","NA","Trawler",,,,,"NA","NA","NA",9,"NA","NA","Alive",,,"NA",,,,,,,,"NA",91.948,"NA","NA","NA","NA","NA","NA","NA","NA",315,,,,,"March",2016,16.83,"NA"
"123",123,"06-03-2016",,"Hydrophis schistosus","Chivla beach","06:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",97.282,"NA","NA","NA","NA","NA","NA","NA","NA",480,,,,,"March",2016,5.61,"NA"
"124",124,"09-03-2016",,"Hydrophis schistosus","Chivla beach","07:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,86.64194,97.79,"NA","NA","NA","NA","NA","NA","NA","NA",380,"Female",,,,"March",2016,7.48,"NA"
"125",125,"09-03-2016",,"Hydrophis schistosus","Chivla beach","07:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,108.471208,122.428,"NA","NA","NA","NA","NA","NA","NA","NA",350,"Female",,,,"March",2016,5.61,"NA"
"126",126,"09-03-2016",,"Hydrophis schistosus","Chivla beach","07:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,66.07216,76.12,"NA","NA","NA","NA","NA","NA","NA","NA",150,"Male",,,,"March",2016,7.48,"NA"
"127",127,"09-03-2016",,"Hydrophis schistosus","Chivla beach","07:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",96.52,"NA","NA","NA","NA","NA","NA","NA","NA",305,,,,,"March",2016,5.61,"NA"
"128",128,"09-03-2016",,"Hydrophis schistosus","Chivla beach","07:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",101.6,"NA","NA","NA","NA","NA","NA","NA","NA",445,,,,,"March",2016,5.61,"NA"
"129",129,"14-03-2016","CESS 2007","Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Dead",,,"NA",,,,,,,,63.7794,70.866,"NA","NA","NA","NA","NA","NA","NA","NA",330,"Female",,,,"March",2016,3.74,"NA"
"130",130,"14-03-2016","CESS 2008","Hydrophis curtus","Chivla beach","08:30:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Dead",,,"NA",,,,,,,,77,86.5,9.5,2.44,1.294,0.562,0.735,2.042,2.14,"NA",425,"Male",,,,"March",2016,9.35,"Adult"
"131",131,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,52.578,58.42,"NA","NA","NA","NA","NA","NA","NA","NA",225,"Female",,,,"March",2016,3.74,"NA"
"132",132,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,52.578,58.42,"NA","NA","NA","NA","NA","NA","NA","NA",310,"Female",,,,"March",2016,3.74,"NA"
"133",133,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,57.15,63.5,"NA","NA","NA","NA","NA","NA","NA","NA",310,"Female",,,,"March",2016,3.74,"NA"
"134",134,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,57.15,63.5,"NA","NA","NA","NA","NA","NA","NA","NA",280,"Female",,,,"March",2016,3.74,"NA"
"135",135,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,58.293,64.77,"NA","NA","NA","NA","NA","NA","NA","NA",280,"Female",,,,"March",2016,3.74,"NA"
"136",136,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,60.1218,66.802,"NA","NA","NA","NA","NA","NA","NA","NA",380,"Female",,,,"March",2016,5.61,"NA"
"137",137,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,62.865,69.85,"NA","NA","NA","NA","NA","NA","NA","NA",340,"Female",,,,"March",2016,3.74,"NA"
"138",138,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,62.865,69.85,"NA","NA","NA","NA","NA","NA","NA","NA",325,"Female",,,,"March",2016,3.74,"NA"
"139",139,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,65.151,72.39,"NA","NA","NA","NA","NA","NA","NA","NA",395,"Female",,,,"March",2016,3.74,"NA"
"140",140,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",2,"NA","NA","Alive",,,"NA",,,,,,,,69.723,77.47,"NA","NA","NA","NA","NA","NA","NA","NA",280,"Female",,,,"March",2016,3.74,"NA"
"141",141,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,69.9516,77.724,"NA","NA","NA","NA","NA","NA","NA","NA",380,"Female",,,,"March",2016,5.61,"NA"
"142",142,"14-03-2016",,"Hydrophis curtus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",1,"NA","NA","Alive",,,"NA",,,,,,,,71.7804,79.756,"NA","NA","NA","NA","NA","NA","NA","NA",500,"Female",,,,"March",2016,1.87,"NA"
"143",143,"14-03-2016",,"Hydrophis schistosus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,87.76716,99.06,"NA","NA","NA","NA","NA","NA","NA","NA",675,"Female",,,,"March",2016,7.48,"NA"
"144",144,"14-03-2016",,"Hydrophis schistosus","Dandi beach","09:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,90.242644,101.854,"NA","NA","NA","NA","NA","NA","NA","NA",600,"Female",,,,"March",2016,7.48,"NA"
"145",145,"15-03-2016","CESS 2009","Hydrophis curtus","Malvan",,"NA","NA",,,,,,"NA","NA","NA","NA","NA","NA","Dead",,,"NA",,,,,,,,72,80.2,8.2,2.24,1.313,0.56,0.69,1.798,1.953,"NA",330,"Female",,,"HW to be measured","March",2016,"NA","Adult"
"146",146,"15-03-2016","CESS 2010","Hydrophis curtus","Malvan",,"NA","NA",,,,,,"NA","NA","NA","NA","NA","NA","Dead",,,"NA",,,,,,,,68.5,76,7.5,2.27,1.215,0.495,0.762,2.019,2.32,"NA",320,"Male",,,"HW to be measured","March",2016,"NA","Adult"
"147",147,"15-03-2016","CESS 2011","Hydrophis curtus","Malvan",,"NA","NA",,,,,,"NA","NA","NA","NA","NA","NA","Dead",,,"NA",,,,,,,,64.4,70.4,6,2.09,1.136,0.539,0.694,1.753,1.907,"NA",255,"Female",,,"HW to be measured","March",2016,"NA","Juvenile"
"148",148,"15-03-2016","CESS 2012","Hydrophis curtus","Malvan",,"NA","NA",,,,,,"NA","NA","NA","NA","NA","NA","Dead",,,"NA",,,,,,,,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,,,,"March",2016,"NA","NA"
"149",149,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Alive",,,"NA",,,,,,,,56.007,62.23,"NA","NA","NA","NA","NA","NA","NA","NA",345,"Female",,,,"March",2016,9.35,"NA"
"150",150,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,58.0644,64.516,"NA","NA","NA","NA","NA","NA","NA","NA",350,"Female",,,,"March",2016,7.48,"NA"
"151",151,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Alive",,,"NA",,,,,,,,58.293,64.77,"NA","NA","NA","NA","NA","NA","NA","NA",295,"Female",,,,"March",2016,9.35,"NA"
"152",152,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Alive",,,"NA",,,,,,,,61.4934,68.326,"NA","NA","NA","NA","NA","NA","NA","NA",380,"Female",,,,"March",2016,9.35,"NA"
"153",153,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Dead",,,"NA",,,,,,,,60.579,67.31,"NA","NA","NA","NA","NA","NA","NA","NA",300,"Female",,,,"March",2016,5.61,"NA"
"154",154,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Dead",,,"NA",,,,,,,,65.6082,72.898,"NA","NA","NA","NA","NA","NA","NA","NA",420,"Female",,,,"March",2016,9.35,"NA"
"155",155,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,52.16906,58.42,"NA","NA","NA","NA","NA","NA","NA","NA",495,"Male",,,,"March",2016,7.48,"NA"
"156",156,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Dead",,,"NA",,,,,,,,69.407532,77.724,"NA","NA","NA","NA","NA","NA","NA","NA",475,"Male",,,,"March",2016,5.61,"NA"
"157",157,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Alive",,,"NA",,,,,,,,"NA",66.548,"NA","NA","NA","NA","NA","NA","NA","NA",360,,,,,"March",2016,9.35,"NA"
"158",158,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,"NA",68.58,"NA","NA","NA","NA","NA","NA","NA","NA",465,,,,,"March",2016,7.48,"NA"
"159",159,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",75.946,"NA","NA","NA","NA","NA","NA","NA","NA",315,,,,,"March",2016,5.61,"NA"
"160",160,"15-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Dead",,,"NA",,,,,,,,"NA",76.708,"NA","NA","NA","NA","NA","NA","NA","NA",460,,,,,"March",2016,9.35,"NA"
"161",161,"16-03-2016","CESS 2013","Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Dead",,,"NA",,,,,,,,73.71715,82.55,"NA","NA","NA","NA","NA","NA","NA","NA",450,"Male",,,,"March",2016,5.61,"NA"
"162",162,"16-03-2016","CESS 2014","Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,"NA",63.5,"NA","NA","NA","NA","NA","NA","NA","NA",245,,,,,"March",2016,7.48,"NA"
"163",163,"16-03-2016","CESS 2015","Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,"NA",68.58,"NA","NA","NA","NA","NA","NA","NA","NA",330,,,,,"March",2016,7.48,"NA"
"164",164,"16-03-2016","CESS 2016","Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,"NA",72.39,"NA","NA","NA","NA","NA","NA","NA","NA",350,,,,,"March",2016,5.61,"NA"
"165",165,"16-03-2016","CESS 2017","Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",5,"NA","NA","Alive",,,"NA",,,,,,,,"NA",73.406,"NA","NA","NA","NA","NA","NA","NA","NA",395,,,,,"March",2016,9.35,"NA"
"166",166,"16-03-2016","CESS 2027","Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Dead",,,"NA",,,,,,,,57.15,63.5,"NA","NA","NA","NA","NA","NA","NA","NA",185,"Female",,,,"March",2016,5.61,"NA"
"167",167,"16-03-2016","CESS 2028","Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Dead",,,"NA",,,,,,,,56.7055,63.5,"NA","NA","NA","NA","NA","NA","NA","NA",180,"Male",,,,"March",2016,5.61,"NA"
"168",168,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Dead",,,"NA",,,,,,,,56.007,62.23,"NA","NA","NA","NA","NA","NA","NA","NA",245,"Female",,,,"March",2016,7.48,"NA"
"169",169,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,52.578,58.42,"NA","NA","NA","NA","NA","NA","NA","NA",230,"Female",,,,"March",2016,7.48,"NA"
"170",170,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,58.293,64.77,"NA","NA","NA","NA","NA","NA","NA","NA",270,"Female",,,,"March",2016,7.48,"NA"
"171",171,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,59.8932,66.548,"NA","NA","NA","NA","NA","NA","NA","NA",275,"Female",,,,"March",2016,7.48,"NA"
"172",172,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,60.579,67.31,"NA","NA","NA","NA","NA","NA","NA","NA",260,"Female",,,,"March",2016,7.48,"NA"
"173",173,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,62.865,69.85,"NA","NA","NA","NA","NA","NA","NA","NA",385,"Female",,,,"March",2016,7.48,"NA"
"174",174,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,66.7512,74.168,"NA","NA","NA","NA","NA","NA","NA","NA",360,"Female",,,,"March",2016,7.48,"NA"
"175",175,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",4,"NA","NA","Alive",,,"NA",,,,,,,,77.2668,85.852,"NA","NA","NA","NA","NA","NA","NA","NA",580,"Female",,,,"March",2016,7.48,"NA"
"176",176,"16-03-2016",,"Hydrophis curtus","Dandi beach","10:00:00","NA","NA","GillNet",,,,,"NA","NA","NA",3,"NA","NA","Alive",,,"NA",,,,,,,,82.296,91.44,"NA","NA","NA","NA","NA","NA","NA","NA",690,"Female",,,,"March",2016,5.61,"NA"
